Normal Atmosphere,Polluted Atmosphere,Time (sec)
131,261,942.8
132,262,942.9
131,261,943
131,261,943.1
131,261,943.2
131,261,943.3
131,261,943.4
131,262,943.5
131,261,943.6
131,261,943.7
131,261,943.8
131,261,943.9
132,261,944
131,261,944.1
131,261,944.2
132,261,944.3
131,261,944.4
131,261,944.5
131,262,944.6
131,261,944.7
131,261,944.8
131,261,944.9
131,261,945
131,261,945.1
131,261,945.2
131,261,945.3
131,261,945.4
131,260,945.5
131,261,945.6
131,262,945.7
131,261,945.8
131,261,945.9
132,261,946
131,262,946.1
131,261,946.2
131,261,946.3
131,262,946.4
131,261,946.5
131,261,946.6
131,260,946.7
131,260,946.8
131,261,946.9
131,261,947
131,261,947.1
131,262,947.2
131,260,947.3
131,261,947.4
131,261,947.5
131,261,947.6
131,260,947.7
131,261,947.8
131,260,947.9
131,261,948
131,260,948.1
131,261,948.2
131,261,948.3
131,261,948.4
131,261,948.5
131,260,948.6
132,260,948.7
131,261,948.8
131,261,948.9
131,261,949
132,261,949.1
131,260,949.2
131,261,949.3
131,261,949.4
132,261,949.5
131,261,949.6
131,261,949.7
131,261,949.8
131,260,949.9
131,261,950
131,261,950.1
132,261,950.2
131,261,950.3
131,260,950.4
131,260,950.5
131,261,950.6
131,262,950.7
131,260,950.8
131,260,950.9
131,261,951
131,261,951.1
131,261,951.2
131,260,951.3
131,260,951.4
131,261,951.5
132,261,951.6
131,261,951.7
131,260,951.8
132,261,951.9
131,260,952
131,261,952.1
131,260,952.2
131,260,952.3
131,261,952.4
131,261,952.5
132,261,952.6
131,261,952.7
131,261,952.8
131,261,952.9
131,261,953
131,260,953.1
131,260,953.2
131,261,953.3
131,261,953.4
131,260,953.5
131,261,953.6
131,261,953.7
131,261,953.8
131,261,953.9
131,261,954
131,261,954.1
131,261,954.2
131,261,954.3
131,261,954.4
132,261,954.5
132,260,954.6
131,260,954.7
132,260,954.8
131,262,954.9
132,261,955
131,261,955.1
131,260,955.2
131,261,955.3
131,261,955.4
131,260,955.5
132,260,955.6
131,261,955.7
131,260,955.8
131,260,955.9
131,261,956
131,260,956.1
131,260,956.2
131,260,956.3
131,261,956.4
131,260,956.5
131,260,956.6
131,260,956.7
131,260,956.8
131,260,956.9
132,260,957
131,260,957.1
131,261,957.2
131,261,957.3
131,260,957.4
132,260,957.5
131,261,957.6
131,261,957.7
132,260,957.8
131,261,957.9
131,260,958
131,260,958.1
131,260,958.2
131,260,958.3
131,260,958.4
131,260,958.5
131,260,958.6
131,260,958.7
131,260,958.8
131,261,958.9
132,261,959
130,260,959.1
131,260,959.2
131,260,959.3
131,260,959.4
131,260,959.5
131,260,959.6
131,259,959.7
131,260,959.8
131,260,959.9
132,260,960
131,260,960.1
131,260,960.2
131,260,960.3
132,260,960.4
131,260,960.5
131,259,960.6
131,260,960.7
131,259,960.8
131,259,960.9
131,260,961
131,259,961.1
131,259,961.2
131,259,961.3
131,259,961.4
131,260,961.5
131,259,961.6
131,259,961.7
132,260,961.8
131,260,961.9
131,259,962
131,260,962.1
131,259,962.2
130,259,962.3
131,259,962.4
131,259,962.5
131,259,962.6
131,259,962.7
131,259,962.8
131,259,962.9
131,259,963
131,258,963.1
131,259,963.2
131,258,963.3
131,258,963.4
131,258,963.5
131,258,963.6
131,258,963.7
131,259,963.8
131,259,963.9
132,259,964
130,259,964.1
131,258,964.2
131,258,964.3
131,258,964.4
131,257,964.5
131,258,964.6
131,259,964.7
131,258,964.8
131,258,964.9
131,259,965
131,258,965.1
131,258,965.2
131,258,965.3
131,258,965.4
131,258,965.5
131,257,965.6
131,258,965.7
131,258,965.8
131,258,965.9
131,258,966
131,259,966.1
132,258,966.2
131,258,966.3
131,258,966.4
131,258,966.5
131,258,966.6
131,258,966.7
131,258,966.8
131,258,966.9
131,258,967
131,258,967.1
131,258,967.2
131,258,967.3
131,258,967.4
131,258,967.5
131,258,967.6
131,258,967.7
131,258,967.8
131,258,967.9
131,257,968
131,257,968.1
130,257,968.2
131,257,968.3
131,258,968.4
131,257,968.5
131,258,968.6
131,258,968.7
131,258,968.8
131,257,968.9
131,258,969
131,258,969.1
131,258,969.2
131,258,969.3
131,258,969.4
132,258,969.5
131,258,969.6
131,257,969.7
131,258,969.8
131,258,969.9
130,258,970
132,258,970.1
131,258,970.2
131,257,970.3
131,258,970.4
131,257,970.5
131,257,970.6
131,258,970.7
131,258,970.8
131,258,970.9
131,257,971
131,258,971.1
131,257,971.2
131,257,971.3
132,258,971.4
131,257,971.5
131,257,971.6
131,257,971.7
132,257,971.8
131,257,971.9
131,257,972
131,257,972.1
131,257,972.2
131,257,972.3
131,257,972.4
131,258,972.5
132,258,972.6
131,258,972.7
131,258,972.8
131,258,972.9
131,258,973
131,258,973.1
131,258,973.2
131,258,973.3
131,258,973.4
131,258,973.5
131,258,973.6
131,258,973.7
131,258,973.8
131,258,973.9
131,258,974
131,258,974.1
131,258,974.2
131,258,974.3
131,257,974.4
131,257,974.5
131,258,974.6
131,257,974.7
131,258,974.8
131,258,974.9
130,258,975
131,258,975.1
131,258,975.2
131,258,975.3
131,258,975.4
131,257,975.5
131,258,975.6
131,258,975.7
131,258,975.8
131,258,975.9
132,258,976
131,257,976.1
131,258,976.2
131,258,976.3
131,258,976.4
131,258,976.5
131,258,976.6
131,258,976.7
130,257,976.8
131,257,976.9
131,258,977
131,258,977.1
131,258,977.2
131,257,977.3
131,258,977.4
131,258,977.5
131,258,977.6
131,257,977.7
132,258,977.8
131,257,977.9
131,257,978
131,257,978.1
131,258,978.2
131,257,978.3
131,258,978.4
131,258,978.5
131,257,978.6
130,258,978.7
131,257,978.8
130,258,978.9
131,257,979
131,257,979.1
131,257,979.2
131,258,979.3
131,258,979.4
132,258,979.5
131,258,979.6
131,257,979.7
131,257,979.8
131,257,979.9
131,257,980
131,257,980.1
131,257,980.2
131,257,980.3
131,257,980.4
131,257,980.5
131,257,980.6
131,258,980.7
131,257,980.8
131,257,980.9
131,257,981
131,258,981.1
132,257,981.2
131,257,981.3
131,257,981.4
130,257,981.5
130,257,981.6
131,257,981.7
131,258,981.8
131,257,981.9
131,257,982
131,257,982.1
131,258,982.2
131,257,982.3
131,257,982.4
131,257,982.5
131,257,982.6
131,257,982.7
131,257,982.8
131,257,982.9
131,257,983
131,257,983.1
131,257,983.2
131,257,983.3
131,257,983.4
132,257,983.5
130,257,983.6
131,257,983.7
131,257,983.8
131,257,983.9
131,257,984
131,257,984.1
132,257,984.2
131,257,984.3
131,256,984.4
132,257,984.5
131,257,984.6
130,256,984.7
131,257,984.8
131,257,984.9
130,257,985
131,256,985.1
131,257,985.2
131,256,985.3
131,257,985.4
130,256,985.5
131,257,985.6
131,257,985.7
130,257,985.8
130,256,985.9
131,256,986
131,256,986.1
131,256,986.2
131,256,986.3
131,256,986.4
131,256,986.5
131,256,986.6
131,257,986.7
131,256,986.8
131,256,986.9
131,256,987
131,257,987.1
131,256,987.2
131,256,987.3
131,256,987.4
132,256,987.5
131,256,987.6
130,256,987.7
131,256,987.8
131,256,987.9
130,256,988
131,256,988.1
131,255,988.2
131,255,988.3
131,255,988.4
131,255,988.5
131,255,988.6
130,254,988.7
131,255,988.8
131,255,988.9
131,255,989
131,255,989.1
132,255,989.2
131,255,989.3
131,255,989.4
131,255,989.5
131,255,989.6
131,256,989.7
131,255,989.8
131,255,989.9
131,256,990
131,255,990.1
130,255,990.2
131,256,990.3
131,255,990.4
131,255,990.5
131,255,990.6
131,255,990.7
131,255,990.8
131,255,990.9
130,255,991
131,255,991.1
131,255,991.2
130,255,991.3
131,255,991.4
131,254,991.5
131,255,991.6
131,255,991.7
131,255,991.8
132,255,991.9
131,255,992
131,255,992.1
131,255,992.2
131,255,992.3
131,255,992.4
131,254,992.5
131,256,992.6
131,255,992.7
131,255,992.8
131,255,992.9
130,255,993
131,255,993.1
131,255,993.2
132,255,993.3
131,255,993.4
130,255,993.5
131,255,993.6
131,255,993.7
131,255,993.8
131,255,993.9
131,255,994
131,255,994.1
130,255,994.2
130,255,994.3
131,255,994.4
131,255,994.5
131,255,994.6
131,254,994.7
131,256,994.8
130,255,994.9
131,255,995
131,255,995.1
131,255,995.2
131,255,995.3
131,255,995.4
131,255,995.5
131,255,995.6
131,255,995.7
131,255,995.8
131,255,995.9
131,255,996
132,256,996.1
131,255,996.2
131,256,996.3
131,256,996.4
131,256,996.5
131,256,996.6
131,256,996.7
130,256,996.8
131,256,996.9
130,256,997
131,256,997.1
131,256,997.2
131,256,997.3
130,256,997.4
130,256,997.5
131,256,997.6
131,256,997.7
131,256,997.8
131,256,997.9
131,256,998
131,256,998.1
131,256,998.2
131,256,998.3
131,256,998.4
131,257,998.5
131,256,998.6
131,257,998.7
131,256,998.8
131,256,998.9
131,256,999
131,256,999.1
130,256,999.2
131,256,999.3
131,256,999.4
131,256,999.5
131,256,999.6
131,256,999.7
131,256,999.8
131,256,999.9
131,256,1000
131,256,1000.1
131,256,1000.2
131,256,1000.3
131,256,1000.4
131,256,1000.5
131,257,1000.6
131,257,1000.7
131,256,1000.8
131,256,1000.9
131,256,1001
131,256,1001.1
131,256,1001.2
131,256,1001.3
131,257,1001.4
131,256,1001.5
131,256,1001.6
131,256,1001.7
131,256,1001.8
131,256,1001.9
131,256,1002
131,256,1002.1
131,256,1002.2
131,256,1002.3
131,256,1002.4
131,255,1002.5
131,256,1002.6
131,256,1002.7
131,256,1002.8
130,256,1002.9
131,256,1003
131,256,1003.1
131,256,1003.2
131,256,1003.3
131,256,1003.4
130,256,1003.5
130,256,1003.6
131,256,1003.7
131,256,1003.8
131,255,1003.9
131,256,1004
131,255,1004.1
131,256,1004.2
131,256,1004.3
131,256,1004.4
131,256,1004.5
131,256,1004.6
131,255,1004.7
130,256,1004.8
131,256,1004.9
131,256,1005
131,255,1005.1
131,256,1005.2
130,256,1005.3
130,255,1005.4
131,255,1005.5
131,255,1005.6
131,256,1005.7
131,255,1005.8
131,256,1005.9
131,256,1006
131,255,1006.1
131,255,1006.2
131,256,1006.3
131,256,1006.4
131,255,1006.5
131,255,1006.6
131,256,1006.7
131,255,1006.8
131,256,1006.9
131,255,1007
131,256,1007.1
131,255,1007.2
131,255,1007.3
132,255,1007.4
131,256,1007.5
130,255,1007.6
132,255,1007.7
131,256,1007.8
131,255,1007.9
131,256,1008
131,256,1008.1
130,255,1008.2
131,255,1008.3
131,255,1008.4
131,255,1008.5
131,256,1008.6
131,255,1008.7
131,255,1008.8
131,255,1008.9
130,254,1009
131,254,1009.1
131,254,1009.2
131,254,1009.3
131,254,1009.4
131,254,1009.5
131,254,1009.6
131,253,1009.7
131,254,1009.8
131,254,1009.9
131,254,1010
131,254,1010.1
132,254,1010.2
131,254,1010.3
131,254,1010.4
131,254,1010.5
131,254,1010.6
131,254,1010.7
131,254,1010.8
131,254,1010.9
131,254,1011
131,254,1011.1
131,253,1011.2
132,253,1011.3
131,254,1011.4
130,254,1011.5
131,254,1011.6
132,253,1011.7
130,254,1011.8
131,253,1011.9
130,254,1012
131,254,1012.1
130,254,1012.2
130,254,1012.3
131,254,1012.4
131,254,1012.5
132,254,1012.6
131,254,1012.7
131,254,1012.8
131,254,1012.9
131,253,1013
131,254,1013.1
131,254,1013.2
131,254,1013.3
130,254,1013.4
131,254,1013.5
131,254,1013.6
131,254,1013.7
131,254,1013.8
131,255,1013.9
131,254,1014
131,254,1014.1
131,253,1014.2
131,254,1014.3
131,254,1014.4
131,253,1014.5
131,254,1014.6
131,254,1014.7
131,254,1014.8
131,254,1014.9
131,253,1015
130,253,1015.1
131,254,1015.2
131,254,1015.3
131,254,1015.4
131,254,1015.5
131,254,1015.6
131,254,1015.7
131,253,1015.8
130,254,1015.9
131,254,1016
131,254,1016.1
131,253,1016.2
131,254,1016.3
131,254,1016.4
131,254,1016.5
131,254,1016.6
131,254,1016.7
131,254,1016.8
131,254,1016.9
131,254,1017
131,254,1017.1
131,254,1017.2
131,254,1017.3
131,255,1017.4
131,254,1017.5
131,254,1017.6
130,254,1017.7
131,254,1017.8
131,254,1017.9
131,254,1018
131,254,1018.1
131,255,1018.2
131,254,1018.3
131,254,1018.4
131,254,1018.5
132,254,1018.6
131,254,1018.7
130,254,1018.8
131,254,1018.9
131,254,1019
131,253,1019.1
130,254,1019.2
131,254,1019.3
131,254,1019.4
131,254,1019.5
131,254,1019.6
132,254,1019.7
131,254,1019.8
131,254,1019.9
131,254,1020
131,254,1020.1
131,254,1020.2
131,254,1020.3
132,254,1020.4
131,254,1020.5
130,254,1020.6
131,254,1020.7
132,254,1020.8
131,254,1020.9
131,254,1021
131,255,1021.1
131,254,1021.2
131,254,1021.3
131,254,1021.4
131,254,1021.5
131,253,1021.6
131,254,1021.7
132,254,1021.8
131,254,1021.9
131,254,1022
131,254,1022.1
131,254,1022.2
131,254,1022.3
131,253,1022.4
131,254,1022.5
131,254,1022.6
131,254,1022.7
131,254,1022.8
131,254,1022.9
131,254,1023
131,254,1023.1
131,254,1023.2
131,253,1023.3
131,254,1023.4
131,254,1023.5
131,254,1023.6
131,254,1023.7
131,254,1023.8
131,255,1023.9
131,254,1024
131,254,1024.1
131,254,1024.2
131,254,1024.3
131,254,1024.4
131,254,1024.5
131,254,1024.6
132,254,1024.7
131,254,1024.8
131,254,1024.9
131,254,1025
131,254,1025.1
131,253,1025.2
131,253,1025.3
131,254,1025.4
132,254,1025.5
131,254,1025.6
131,254,1025.7
131,254,1025.8
131,254,1025.9
131,253,1026
131,254,1026.1
131,254,1026.2
131,253,1026.3
131,254,1026.4
132,254,1026.5
131,254,1026.6
131,254,1026.7
131,254,1026.8
131,254,1026.9
131,253,1027
131,253,1027.1
131,253,1027.2
132,253,1027.3
131,253,1027.4
131,253,1027.5
131,253,1027.6
131,253,1027.7
131,253,1027.8
131,253,1027.9
131,253,1028
132,253,1028.1
131,253,1028.2
131,253,1028.3
131,253,1028.4
131,253,1028.5
131,253,1028.6
131,253,1028.7
131,253,1028.8
131,253,1028.9
131,254,1029
131,253,1029.1
131,253,1029.2
131,254,1029.3
131,254,1029.4
131,253,1029.5
131,253,1029.6
131,254,1029.7
131,253,1029.8
131,253,1029.9
131,253,1030
131,253,1030.1
131,253,1030.2
131,253,1030.3
131,253,1030.4
131,253,1030.5
132,253,1030.6
131,253,1030.7
131,253,1030.8
132,252,1030.9
131,252,1031
131,252,1031.1
131,252,1031.2
131,252,1031.3
131,252,1031.4
131,252,1031.5
131,252,1031.6
131,252,1031.7
131,252,1031.8
131,252,1031.9
131,252,1032
131,252,1032.1
131,252,1032.2
131,252,1032.3
131,252,1032.4
130,252,1032.5
131,252,1032.6
132,252,1032.7
131,252,1032.8
131,252,1032.9
131,252,1033
131,252,1033.1
131,252,1033.2
131,252,1033.3
130,252,1033.4
131,252,1033.5
131,252,1033.6
131,252,1033.7
131,252,1033.8
131,252,1033.9
130,253,1034
131,252,1034.1
131,252,1034.2
131,252,1034.3
131,252,1034.4
131,252,1034.5
131,252,1034.6
131,252,1034.7
131,252,1034.8
131,251,1034.9
131,252,1035
131,252,1035.1
131,251,1035.2
131,252,1035.3
130,252,1035.4
131,252,1035.5
131,251,1035.6
131,252,1035.7
131,252,1035.8
131,252,1035.9
131,252,1036
131,252,1036.1
131,252,1036.2
131,251,1036.3
131,251,1036.4
130,251,1036.5
131,251,1036.6
131,252,1036.7
131,252,1036.8
131,252,1036.9
131,251,1037
131,252,1037.1
130,251,1037.2
131,252,1037.3
131,251,1037.4
132,251,1037.5
131,251,1037.6
131,251,1037.7
131,252,1037.8
131,252,1037.9
131,251,1038
131,251,1038.1
131,252,1038.2
131,252,1038.3
131,251,1038.4
131,252,1038.5
131,251,1038.6
131,251,1038.7
130,251,1038.8
131,251,1038.9
131,251,1039
131,251,1039.1
131,251,1039.2
131,251,1039.3
131,251,1039.4
131,251,1039.5
131,251,1039.6
131,251,1039.7
131,251,1039.8
130,251,1039.9
131,251,1040
131,251,1040.1
131,251,1040.2
131,251,1040.3
131,252,1040.4
131,252,1040.5
131,251,1040.6
131,251,1040.7
131,251,1040.8
130,251,1040.9
131,251,1041
131,251,1041.1
131,251,1041.2
131,252,1041.3
131,251,1041.4
131,251,1041.5
131,251,1041.6
131,251,1041.7
131,251,1041.8
131,252,1041.9
131,251,1042
130,252,1042.1
132,251,1042.2
131,252,1042.3
131,252,1042.4
131,252,1042.5
131,252,1042.6
131,252,1042.7
131,251,1042.8
131,252,1042.9
131,252,1043
131,252,1043.1
131,252,1043.2
131,251,1043.3
131,251,1043.4
131,252,1043.5
131,251,1043.6
131,251,1043.7
131,251,1043.8
131,251,1043.9
131,251,1044
131,251,1044.1
131,251,1044.2
132,251,1044.3
131,252,1044.4
131,251,1044.5
131,251,1044.6
131,251,1044.7
131,252,1044.8
131,251,1044.9
131,251,1045
131,251,1045.1
131,252,1045.2
131,251,1045.3
131,251,1045.4
131,252,1045.5
131,251,1045.6
131,251,1045.7
130,252,1045.8
131,251,1045.9
131,251,1046
131,251,1046.1
131,252,1046.2
131,251,1046.3
131,251,1046.4
131,252,1046.5
131,251,1046.6
130,251,1046.7
131,252,1046.8
131,252,1046.9
131,251,1047
130,251,1047.1
131,251,1047.2
131,251,1047.3
131,251,1047.4
131,252,1047.5
131,251,1047.6
131,251,1047.7
131,251,1047.8
131,251,1047.9
131,251,1048
131,250,1048.1
131,251,1048.2
131,251,1048.3
131,251,1048.4
131,251,1048.5
131,251,1048.6
131,251,1048.7
130,251,1048.8
131,250,1048.9
131,250,1049
131,251,1049.1
130,251,1049.2
131,251,1049.3
131,251,1049.4
130,251,1049.5
131,251,1049.6
131,251,1049.7
131,251,1049.8
131,251,1049.9
131,251,1050
131,251,1050.1
131,251,1050.2
131,251,1050.3
130,251,1050.4
131,250,1050.5
131,251,1050.6
131,250,1050.7
131,251,1050.8
131,251,1050.9
131,251,1051
130,251,1051.1
131,252,1051.2
130,251,1051.3
130,251,1051.4
131,252,1051.5
131,251,1051.6
130,251,1051.7
130,251,1051.8
131,251,1051.9
131,251,1052
131,251,1052.1
131,251,1052.2
131,251,1052.3
131,251,1052.4
131,250,1052.5
131,250,1052.6
132,251,1052.7
131,251,1052.8
130,250,1052.9
131,251,1053
130,251,1053.1
131,251,1053.2
130,251,1053.3
131,250,1053.4
131,250,1053.5
131,251,1053.6
130,250,1053.7
131,250,1053.8
131,249,1053.9
131,250,1054
130,250,1054.1
131,250,1054.2
131,250,1054.3
131,249,1054.4
130,250,1054.5
131,250,1054.6
131,250,1054.7
131,250,1054.8
131,250,1054.9
131,250,1055
131,251,1055.1
131,250,1055.2
131,250,1055.3
131,250,1055.4
131,250,1055.5
131,250,1055.6
131,250,1055.7
131,250,1055.8
131,250,1055.9
131,250,1056
130,250,1056.1
130,250,1056.2
131,250,1056.3
131,250,1056.4
131,250,1056.5
130,250,1056.6
132,249,1056.7
131,250,1056.8
131,249,1056.9
130,249,1057
131,249,1057.1
131,249,1057.2
131,250,1057.3
131,249,1057.4
131,248,1057.5
130,250,1057.6
131,248,1057.7
131,249,1057.8
131,249,1057.9
130,249,1058
131,248,1058.1
131,248,1058.2
131,248,1058.3
131,248,1058.4
131,248,1058.5
131,249,1058.6
131,248,1058.7
131,248,1058.8
131,249,1058.9
130,249,1059
130,249,1059.1
131,248,1059.2
131,248,1059.3
131,248,1059.4
131,248,1059.5
131,248,1059.6
131,248,1059.7
131,248,1059.8
131,248,1059.9
131,249,1060
131,249,1060.1
131,248,1060.2
130,248,1060.3
130,248,1060.4
130,249,1060.5
131,248,1060.6
131,249,1060.7
130,248,1060.8
131,248,1060.9
131,248,1061
130,248,1061.1
131,248,1061.2
131,248,1061.3
130,248,1061.4
131,248,1061.5
131,248,1061.6
131,249,1061.7
131,248,1061.8
131,248,1061.9
131,248,1062
131,248,1062.1
132,248,1062.2
130,248,1062.3
131,248,1062.4
131,248,1062.5
131,248,1062.6
131,248,1062.7
131,248,1062.8
131,248,1062.9
131,248,1063
131,247,1063.1
131,249,1063.2
132,248,1063.3
130,248,1063.4
131,248,1063.5
131,248,1063.6
131,248,1063.7
131,248,1063.8
130,248,1063.9
130,248,1064
130,248,1064.1
131,248,1064.2
131,248,1064.3
131,248,1064.4
131,248,1064.5
132,248,1064.6
133,248,1064.7
133,248,1064.8
133,248,1064.9
133,248,1065
133,248,1065.1
133,248,1065.2
133,248,1065.3
134,248,1065.4
134,248,1065.5
133,248,1065.6
133,248,1065.7
134,249,1065.8
133,248,1065.9
133,248,1066
133,249,1066.1
133,248,1066.2
134,248,1066.3
133,249,1066.4
133,248,1066.5
134,248,1066.6
133,248,1066.7
133,248,1066.8
134,248,1066.9
133,248,1067
133,248,1067.1
133,248,1067.2
133,248,1067.3
133,248,1067.4
134,248,1067.5
133,248,1067.6
134,249,1067.7
134,248,1067.8
133,248,1067.9
133,249,1068
133,249,1068.1
133,248,1068.2
134,248,1068.3
133,248,1068.4
134,248,1068.5
133,248,1068.6
133,249,1068.7
133,248,1068.8
133,248,1068.9
134,248,1069
133,248,1069.1
133,249,1069.2
133,249,1069.3
133,249,1069.4
133,249,1069.5
133,248,1069.6
134,249,1069.7
133,249,1069.8
134,249,1069.9
133,248,1070
134,249,1070.1
133,249,1070.2
134,249,1070.3
134,249,1070.4
134,249,1070.5
134,249,1070.6
133,249,1070.7
133,248,1070.8
134,249,1070.9
133,248,1071
133,249,1071.1
134,249,1071.2
134,249,1071.3
135,249,1071.4
135,249,1071.5
135,249,1071.6
135,248,1071.7
135,248,1071.8
135,248,1071.9
135,248,1072
135,248,1072.1
135,248,1072.2
135,248,1072.3
135,248,1072.4
135,248,1072.5
135,249,1072.6
134,249,1072.7
135,249,1072.8
135,248,1072.9
135,249,1073
135,248,1073.1
135,248,1073.2
135,248,1073.3
135,249,1073.4
135,248,1073.5
135,248,1073.6
135,248,1073.7
135,249,1073.8
133,248,1073.9
132,249,1074
131,248,1074.1
131,248,1074.2
130,248,1074.3
130,248,1074.4
130,248,1074.5
131,248,1074.6
130,248,1074.7
130,249,1074.8
130,248,1074.9
131,248,1075
131,249,1075.1
132,249,1075.2
131,248,1075.3
130,248,1075.4
131,248,1075.5
130,249,1075.6
130,248,1075.7
130,248,1075.8
130,249,1075.9
130,248,1076
131,249,1076.1
133,248,1076.2
130,249,1076.3
132,249,1076.4
132,249,1076.5
132,249,1076.6
131,248,1076.7
130,248,1076.8
132,248,1076.9
132,249,1077
133,249,1077.1
134,248,1077.2
134,249,1077.3
134,249,1077.4
135,248,1077.5
135,248,1077.6
135,249,1077.7
136,248,1077.8
135,248,1077.9
135,248,1078
135,248,1078.1
135,248,1078.2
135,248,1078.3
135,248,1078.4
136,248,1078.5
135,248,1078.6
135,248,1078.7
136,248,1078.8
136,248,1078.9
135,248,1079
136,249,1079.1
136,248,1079.2
136,248,1079.3
136,249,1079.4
136,248,1079.5
136,248,1079.6
136,248,1079.7
136,248,1079.8
137,248,1079.9
136,248,1080
136,248,1080.1
137,248,1080.2
137,248,1080.3
136,248,1080.4
137,248,1080.5
136,248,1080.6
136,247,1080.7
136,248,1080.8
136,248,1080.9
137,248,1081
137,248,1081.1
136,247,1081.2
136,248,1081.3
137,248,1081.4
137,248,1081.5
136,248,1081.6
137,248,1081.7
137,248,1081.8
136,248,1081.9
136,248,1082
137,247,1082.1
136,247,1082.2
136,247,1082.3
137,247,1082.4
137,247,1082.5
137,247,1082.6
137,247,1082.7
138,247,1082.8
137,247,1082.9
136,247,1083
138,247,1083.1
137,247,1083.2
137,248,1083.3
137,247,1083.4
137,247,1083.5
138,247,1083.6
137,247,1083.7
137,248,1083.8
137,248,1083.9
137,247,1084
137,246,1084.1
137,246,1084.2
138,246,1084.3
137,246,1084.4
137,247,1084.5
137,246,1084.6
137,246,1084.7
137,247,1084.8
137,247,1084.9
137,246,1085
137,247,1085.1
137,246,1085.2
137,246,1085.3
138,246,1085.4
137,246,1085.5
137,246,1085.6
138,246,1085.7
137,246,1085.8
138,246,1085.9
138,246,1086
137,246,1086.1
138,246,1086.2
138,247,1086.3
138,246,1086.4
138,246,1086.5
137,246,1086.6
138,246,1086.7
138,246,1086.8
138,246,1086.9
138,246,1087
138,246,1087.1
138,246,1087.2
138,246,1087.3
137,247,1087.4
138,246,1087.5
138,246,1087.6
138,247,1087.7
138,246,1087.8
138,245,1087.9
137,246,1088
138,245,1088.1
138,246,1088.2
138,245,1088.3
137,245,1088.4
138,245,1088.5
138,243,1088.6
138,244,1088.7
138,244,1088.8
138,244,1088.9
138,244,1089
138,245,1089.1
139,244,1089.2
138,244,1089.3
138,244,1089.4
138,244,1089.5
138,244,1089.6
138,244,1089.7
138,244,1089.8
139,243,1089.9
139,243,1090
138,244,1090.1
138,243,1090.2
138,243,1090.3
138,243,1090.4
138,244,1090.5
138,244,1090.6
138,244,1090.7
139,244,1090.8
138,245,1090.9
138,244,1091
139,245,1091.1
138,245,1091.2
138,245,1091.3
138,245,1091.4
139,245,1091.5
138,245,1091.6
138,244,1091.7
138,244,1091.8
138,244,1091.9
138,244,1092
138,244,1092.1
138,244,1092.2
138,244,1092.3
138,244,1092.4
139,245,1092.5
139,245,1092.6
139,244,1092.7
139,245,1092.8
138,244,1092.9
139,245,1093
138,244,1093.1
139,245,1093.2
139,244,1093.3
138,245,1093.4
138,245,1093.5
139,244,1093.6
138,244,1093.7
138,245,1093.8
138,245,1093.9
139,244,1094
138,244,1094.1
139,245,1094.2
138,244,1094.3
138,244,1094.4
138,244,1094.5
139,244,1094.6
138,244,1094.7
138,244,1094.8
138,244,1094.9
138,244,1095
138,244,1095.1
138,245,1095.2
138,245,1095.3
139,245,1095.4
139,245,1095.5
138,245,1095.6
138,245,1095.7
138,245,1095.8
138,245,1095.9
138,245,1096
138,245,1096.1
138,245,1096.2
138,244,1096.3
138,245,1096.4
138,245,1096.5
139,245,1096.6
138,244,1096.7
139,245,1096.8
139,245,1096.9
138,245,1097
138,245,1097.1
138,245,1097.2
138,245,1097.3
138,245,1097.4
138,244,1097.5
138,244,1097.6
138,244,1097.7
138,244,1097.8
139,244,1097.9
138,244,1098
137,243,1098.1
139,243,1098.2
138,242,1098.3
139,240,1098.4
137,239,1098.5
139,241,1098.6
138,241,1098.7
139,241,1098.8
137,239,1098.9
139,242,1099
137,242,1099.1
138,243,1099.2
137,243,1099.3
139,243,1099.4
138,243,1099.5
138,242,1099.6
138,241,1099.7
140,239,1099.8
138,241,1099.9
140,240,1100
139,240,1100.1
141,240,1100.2
139,238,1100.3
140,239,1100.4
138,240,1100.5
140,241,1100.6
138,241,1100.7
140,240,1100.8
138,236,1100.9
139,242,1101
138,243,1101.1
139,243,1101.2
138,243,1101.3
139,244,1101.4
139,244,1101.5
139,244,1101.6
139,244,1101.7
139,244,1101.8
139,244,1101.9
138,244,1102
138,244,1102.1
138,244,1102.2
139,244,1102.3
138,244,1102.4
139,244,1102.5
137,244,1102.6
140,244,1102.7
137,245,1102.8
139,244,1102.9
138,244,1103
139,244,1103.1
138,244,1103.2
139,244,1103.3
138,244,1103.4
140,244,1103.5
138,245,1103.6
141,244,1103.7
138,244,1103.8
140,245,1103.9
139,245,1104
140,245,1104.1
138,244,1104.2
140,245,1104.3
138,244,1104.4
138,245,1104.5
138,244,1104.6
138,245,1104.7
138,244,1104.8
138,245,1104.9
137,245,1105
138,245,1105.1
138,245,1105.2
138,245,1105.3
138,245,1105.4
138,245,1105.5
138,245,1105.6
137,245,1105.7
138,245,1105.8
139,245,1105.9
138,245,1106
138,245,1106.1
138,245,1106.2
138,245,1106.3
138,245,1106.4
138,245,1106.5
138,245,1106.6
138,245,1106.7
139,245,1106.8
138,245,1106.9
139,245,1107
138,246,1107.1
140,245,1107.2
138,245,1107.3
139,245,1107.4
138,245,1107.5
138,246,1107.6
138,245,1107.7
138,245,1107.8
138,245,1107.9
