MQ-2 Normal Atmosphere,MQ-2 Contaminated Atmosphere,MQ-5Normal Atmosphere,MQ-5 Contaminated Atmosphere (Natural gas),MQ-6 Normal Atmosphere ,MQ-6 Contaminated LPG gas detected ,MQ-8 Normal Atmosphere,MQ-8 Contaminated Atmosphere,MQ-9 Normal Atmosphere,MQ-9 Contaminated Flammable gas detected ,MQ-135 Normal Atmosphere,MQ-135 Contaminated Atmosphere,Time (sec)
85,189,,,456,677,,,90,1015,,,2317.6
85,188,,,456,677,,,89,1015,,,2317.7
85,189,,,455,676,,,90,1015,,,2317.8
84,188,,,456,677,,,89,1015,,,2317.9
85,188,,,456,677,,,89,1016,,,2318
84,188,,,456,676,,,89,1015,,,2318.1
85,189,,,455,677,,,89,1015,,,2318.2
85,189,,,456,677,,,90,1015,,,2318.3
85,189,,,456,677,,,89,1015,,,2318.4
85,189,,,456,677,,,90,1015,,,2318.5
85,189,,,456,677,,,89,1015,,,2318.6
85,188,,,456,677,,,90,1015,,,2318.7
84,189,,,456,677,,,90,1015,,,2318.8
85,188,,,456,677,,,90,1015,,,2318.9
85,188,,,456,677,,,89,1015,,,2319
84,189,,,456,677,,,89,1015,,,2319.1
85,189,,,456,677,,,89,1014,,,2319.2
84,189,,,455,677,,,90,1015,,,2319.3
84,188,,,456,677,,,89,1015,,,2319.4
85,189,,,456,678,,,89,1015,,,2319.5
85,189,,,456,677,,,89,1015,,,2319.6
85,188,,,455,677,,,90,1015,,,2319.7
85,188,,,456,677,,,89,1014,,,2319.8
85,189,,,456,677,,,89,1015,,,2319.9
85,189,,,456,677,,,89,1014,,,2320
84,188,,,456,677,,,89,1014,,,2320.1
85,189,,,456,677,,,89,1015,,,2320.2
85,189,,,456,677,,,89,1015,,,2320.3
84,188,,,456,678,,,89,1015,,,2320.4
85,189,,,456,677,,,89,1015,,,2320.5
85,189,,,456,677,,,90,1015,,,2320.6
84,189,,,456,677,,,89,1015,,,2320.7
85,189,,,456,677,,,90,1015,,,2320.8
85,189,,,456,677,,,89,1015,,,2320.9
85,189,,,456,677,,,89,1015,,,2321
85,189,,,456,677,,,90,1015,,,2321.1
85,188,,,456,678,,,89,1015,,,2321.2
85,189,,,455,677,,,89,1015,,,2321.3
85,188,,,456,677,,,89,1015,,,2321.4
84,189,,,456,677,,,90,1015,,,2321.5
84,188,,,456,677,,,89,1015,,,2321.6
84,189,,,455,677,,,89,1015,,,2321.7
85,188,,,456,677,,,90,1014,,,2321.8
84,189,,,455,677,,,89,1015,,,2321.9
85,188,,,456,677,,,90,1015,,,2322
84,188,,,456,677,,,89,1014,,,2322.1
84,189,,,456,677,,,89,1015,,,2322.2
84,189,,,456,677,,,89,1015,,,2322.3
84,189,,,455,676,,,90,1015,,,2322.4
85,189,,,456,677,,,90,1015,,,2322.5
84,189,,,456,677,,,89,1015,,,2322.6
85,188,,,456,677,,,89,1014,,,2322.7
85,188,,,456,677,,,89,1014,,,2322.8
85,188,,,456,676,,,89,1014,,,2322.9
85,188,,,455,676,,,89,1014,,,2323
84,189,,,456,676,,,89,1015,,,2323.1
85,188,,,456,676,,,89,1014,,,2323.2
84,188,,,456,676,,,89,1014,,,2323.3
85,189,,,456,676,,,89,1014,,,2323.4
84,188,,,456,676,,,90,1014,,,2323.5
85,188,,,456,676,,,89,1015,,,2323.6
84,188,,,456,676,,,90,1014,,,2323.7
85,188,,,456,676,,,90,1014,,,2323.8
85,188,,,456,676,,,91,1014,,,2323.9
84,189,,,456,676,,,89,1014,,,2324
84,189,,,456,676,,,90,1014,,,2324.1
85,188,,,456,676,,,89,1015,,,2324.2
84,188,,,456,676,,,90,1015,,,2324.3
85,189,,,456,676,,,90,1014,,,2324.4
85,188,,,456,677,,,89,1014,,,2324.5
84,189,,,456,676,,,90,1014,,,2324.6
84,189,,,455,676,,,89,1014,,,2324.7
84,189,,,456,677,,,89,1014,,,2324.8
85,189,,,456,677,,,89,1012,,,2324.9
85,188,,,455,677,,,89,1013,,,2325
84,189,,,456,677,,,89,1014,,,2325.1
85,189,,,456,677,,,89,1014,,,2325.2
84,188,,,455,677,,,89,1014,,,2325.3
84,188,,,456,676,,,89,1013,,,2325.4
85,189,,,456,677,,,89,1013,,,2325.5
84,189,,,456,676,,,90,1013,,,2325.6
84,189,,,456,677,,,89,1013,,,2325.7
84,188,,,455,676,,,89,1013,,,2325.8
84,188,,,456,677,,,90,1015,,,2325.9
84,189,,,456,676,,,90,1015,,,2326
84,188,,,456,676,,,90,1015,,,2326.1
84,188,,,456,676,,,89,1015,,,2326.2
84,189,,,455,677,,,89,1015,,,2326.3
85,188,,,455,677,,,89,1015,,,2326.4
84,189,,,456,677,,,89,1015,,,2326.5
85,188,,,456,676,,,89,1015,,,2326.6
84,189,,,455,677,,,89,1015,,,2326.7
84,189,,,456,677,,,89,1015,,,2326.8
85,188,,,456,677,,,89,1015,,,2326.9
85,189,,,456,677,,,89,1015,,,2327
85,188,,,456,677,,,90,1015,,,2327.1
85,188,,,456,677,,,89,1015,,,2327.2
84,189,,,456,677,,,89,1015,,,2327.3
84,188,,,456,676,,,89,1015,,,2327.4
84,188,,,456,676,,,89,1015,,,2327.5
85,189,,,456,677,,,89,1014,,,2327.6
85,188,,,456,677,,,89,1015,,,2327.7
85,189,,,456,677,,,89,1015,,,2327.8
84,188,,,456,677,,,89,1014,,,2327.9
85,188,,,456,677,,,89,1015,,,2328
84,188,,,456,677,,,89,1014,,,2328.1
84,188,,,455,677,,,89,1014,,,2328.2
85,188,,,456,677,,,89,1014,,,2328.3
84,188,,,456,676,,,90,1015,,,2328.4
85,188,,,456,677,,,89,1014,,,2328.5
85,188,,,456,676,,,89,1014,,,2328.6
84,188,,,456,677,,,89,1014,,,2328.7
84,189,,,456,677,,,89,1014,,,2328.8
84,189,,,456,677,,,90,1014,,,2328.9
85,188,,,456,677,,,89,1014,,,2329
85,189,,,456,677,,,89,1014,,,2329.1
85,189,,,456,677,,,89,1014,,,2329.2
84,188,,,455,677,,,89,1014,,,2329.3
85,188,,,456,677,,,89,1014,,,2329.4
84,188,,,455,677,,,89,1014,,,2329.5
85,189,,,456,677,,,90,1014,,,2329.6
85,189,,,456,677,,,89,1014,,,2329.7
85,188,,,456,676,,,89,1014,,,2329.8
84,189,,,456,677,,,89,1014,,,2329.9
85,188,,,456,677,,,89,1014,,,2330
85,188,,,456,677,,,89,1014,,,2330.1
85,189,,,456,678,,,89,1014,,,2330.2
85,188,,,456,676,,,89,1015,,,2330.3
84,188,,,455,677,,,89,1014,,,2330.4
85,188,,,456,676,,,89,1014,,,2330.5
84,189,,,456,677,,,90,1014,,,2330.6
84,188,,,455,676,,,89,1014,,,2330.7
85,188,,,456,677,,,90,1013,,,2330.8
85,188,,,455,677,,,89,1013,,,2330.9
85,189,,,456,676,,,89,1013,,,2331
84,188,,,456,677,,,89,1012,,,2331.1
85,188,,,456,677,,,89,1013,,,2331.2
84,189,,,456,676,,,89,1013,,,2331.3
84,188,,,456,677,,,89,1012,,,2331.4
84,189,,,456,677,,,89,1012,,,2331.5
84,189,,,456,677,,,89,1012,,,2331.6
85,188,,,455,677,,,90,1013,,,2331.7
85,188,,,456,677,,,89,1012,,,2331.8
85,188,,,456,677,,,89,1012,,,2331.9
84,188,,,455,677,,,89,1013,,,2332
84,188,,,456,678,,,89,1013,,,2332.1
84,188,,,456,677,,,89,1013,,,2332.2
84,188,,,456,677,,,89,1013,,,2332.3
85,188,,,455,677,,,89,1013,,,2332.4
84,188,,,455,677,,,90,1013,,,2332.5
85,189,,,455,677,,,89,1013,,,2332.6
84,188,,,456,677,,,90,1013,,,2332.7
85,188,,,456,677,,,89,1013,,,2332.8
84,188,,,456,677,,,90,1013,,,2332.9
84,188,,,456,677,,,89,1013,,,2333
84,189,,,456,677,,,90,1012,,,2333.1
85,188,,,456,677,,,89,1012,,,2333.2
85,188,,,456,677,,,89,1012,,,2333.3
84,188,,,456,677,,,89,1013,,,2333.4
84,188,,,455,677,,,89,1012,,,2333.5
84,189,,,456,677,,,90,1012,,,2333.6
85,188,,,456,677,,,89,1012,,,2333.7
84,188,,,456,677,,,90,1012,,,2333.8
85,188,,,456,677,,,90,1012,,,2333.9
85,189,,,456,677,,,89,1013,,,2334
85,189,,,456,677,,,89,1012,,,2334.1
85,188,,,456,677,,,90,1013,,,2334.2
85,189,,,455,677,,,89,1013,,,2334.3
85,188,,,456,677,,,90,1013,,,2334.4
85,188,,,456,677,,,90,1012,,,2334.5
84,188,,,456,677,,,89,1013,,,2334.6
85,188,,,456,677,,,89,1013,,,2334.7
84,189,,,456,677,,,89,1013,,,2334.8
85,188,,,456,677,,,90,1013,,,2334.9
84,188,,,455,677,,,89,1012,,,2335
84,189,,,455,677,,,90,1013,,,2335.1
84,189,,,456,677,,,89,1013,,,2335.2
85,188,,,456,677,,,89,1012,,,2335.3
84,188,,,456,677,,,89,1013,,,2335.4
84,188,,,456,677,,,89,1013,,,2335.5
84,188,,,456,677,,,89,1013,,,2335.6
85,188,,,456,677,,,90,1013,,,2335.7
84,188,,,456,678,,,90,1012,,,2335.8
84,189,,,456,677,,,89,1013,,,2335.9
84,188,,,456,678,,,89,1012,,,2336
85,188,,,456,677,,,89,1013,,,2336.1
84,188,,,456,677,,,89,1013,,,2336.2
84,188,,,456,677,,,89,1013,,,2336.3
84,188,,,456,677,,,89,1012,,,2336.4
85,188,,,456,677,,,89,1012,,,2336.5
84,187,,,455,677,,,89,1013,,,2336.6
84,188,,,456,677,,,89,1012,,,2336.7
85,188,,,456,677,,,89,1013,,,2336.8
84,188,,,457,678,,,90,1012,,,2336.9
85,188,,,456,677,,,89,1011,,,2337
85,188,,,456,677,,,89,1012,,,2337.1
84,188,,,456,677,,,89,1012,,,2337.2
85,188,,,455,677,,,89,1012,,,2337.3
85,188,,,455,677,,,90,1012,,,2337.4
84,188,,,456,677,,,89,1012,,,2337.5
84,189,,,456,678,,,89,1012,,,2337.6
85,188,,,456,678,,,89,1012,,,2337.7
84,189,,,456,677,,,90,1012,,,2337.8
85,188,,,456,677,,,89,1013,,,2337.9
84,189,,,456,677,,,90,1014,,,2338
85,188,,,456,678,,,89,1014,,,2338.1
84,188,,,456,677,,,90,1014,,,2338.2
84,188,,,456,677,,,89,1014,,,2338.3
85,188,,,456,677,,,90,1014,,,2338.4
84,188,,,456,677,,,89,1014,,,2338.5
85,189,,,456,677,,,90,1014,,,2338.6
84,188,,,455,677,,,90,1014,,,2338.7
85,188,,,455,677,,,90,1014,,,2338.8
85,188,,,456,677,,,89,1014,,,2338.9
85,188,,,456,677,,,89,1014,,,2339
84,189,,,456,678,,,89,1014,,,2339.1
85,188,,,456,677,,,90,1014,,,2339.2
84,188,,,456,677,,,90,1014,,,2339.3
84,189,,,456,677,,,90,1014,,,2339.4
84,188,,,456,677,,,89,1014,,,2339.5
84,189,,,456,677,,,89,1015,,,2339.6
85,188,,,455,677,,,89,1013,,,2339.7
84,188,,,456,677,,,89,1014,,,2339.8
85,188,,,456,678,,,89,1014,,,2339.9
84,188,,,455,677,,,89,1015,,,2340
84,189,,,456,677,,,90,1014,,,2340.1
84,188,,,456,677,,,89,1014,,,2340.2
84,188,,,456,677,,,90,1013,,,2340.3
85,188,,,456,677,,,89,1014,,,2340.4
84,188,,,456,677,,,90,1014,,,2340.5
85,188,,,456,677,,,89,1014,,,2340.6
84,189,,,456,677,,,89,1014,,,2340.7
84,188,,,455,677,,,89,1015,,,2340.8
85,188,,,456,677,,,90,1014,,,2340.9
84,188,,,456,677,,,89,1014,,,2341
84,188,,,456,677,,,89,1015,,,2341.1
85,188,,,456,677,,,89,1014,,,2341.2
84,188,,,456,678,,,89,1014,,,2341.3
85,189,,,456,677,,,89,1014,,,2341.4
84,188,,,455,677,,,89,1014,,,2341.5
84,188,,,456,677,,,89,1014,,,2341.6
84,188,,,456,677,,,89,1014,,,2341.7
84,188,,,456,677,,,90,1014,,,2341.8
84,188,,,456,677,,,89,1014,,,2341.9
85,188,,,455,677,,,89,1014,,,2342
84,188,,,455,677,,,89,1015,,,2342.1
84,188,,,456,677,,,89,1014,,,2342.2
85,188,,,456,677,,,89,1014,,,2342.3
84,188,,,456,676,,,89,1013,,,2342.4
85,189,,,456,677,,,89,1015,,,2342.5
85,188,,,455,677,,,89,1014,,,2342.6
84,188,,,456,677,,,89,1014,,,2342.7
84,189,,,456,677,,,89,1015,,,2342.8
84,188,,,456,677,,,89,1014,,,2342.9
85,188,,,456,677,,,89,1014,,,2343
84,189,,,456,677,,,89,1014,,,2343.1
85,188,,,456,677,,,89,1014,,,2343.2
84,188,,,455,677,,,89,1014,,,2343.3
84,188,,,456,677,,,90,1014,,,2343.4
84,188,,,456,677,,,89,1014,,,2343.5
85,188,,,456,677,,,90,1014,,,2343.6
85,188,,,455,677,,,89,1014,,,2343.7
84,189,,,456,677,,,89,1014,,,2343.8
84,188,,,456,677,,,89,1014,,,2343.9
84,188,,,456,677,,,90,1014,,,2344
85,189,,,456,677,,,89,1014,,,2344.1
85,188,,,455,676,,,89,1014,,,2344.2
84,188,,,455,676,,,89,1014,,,2344.3
85,189,,,455,677,,,89,1014,,,2344.4
85,188,,,456,676,,,89,1014,,,2344.5
84,189,,,455,676,,,89,1014,,,2344.6
85,188,,,456,676,,,90,1014,,,2344.7
85,188,,,456,676,,,89,1015,,,2344.8
84,188,,,456,676,,,89,1015,,,2344.9
84,188,,,456,676,,,89,1014,,,2345
84,188,,,456,676,,,90,1015,,,2345.1
84,188,,,455,676,,,89,1014,,,2345.2
85,188,,,455,676,,,90,1014,,,2345.3
84,188,,,456,676,,,89,1014,,,2345.4
84,188,,,456,677,,,89,1014,,,2345.5
85,188,,,455,676,,,89,1014,,,2345.6
84,188,,,456,676,,,89,1014,,,2345.7
84,188,,,456,675,,,89,1014,,,2345.8
84,189,,,456,676,,,89,1014,,,2345.9
84,188,,,456,676,,,89,1015,,,2346
84,188,,,456,675,,,89,1014,,,2346.1
84,189,,,456,676,,,89,1014,,,2346.2
84,188,,,456,676,,,89,1014,,,2346.3
85,189,,,455,676,,,89,1014,,,2346.4
84,188,,,455,676,,,89,1015,,,2346.5
85,188,,,456,676,,,90,1015,,,2346.6
84,188,,,455,676,,,88,1015,,,2346.7
84,188,,,456,676,,,89,1014,,,2346.8
85,188,,,455,676,,,89,1015,,,2346.9
84,188,,,456,676,,,89,1014,,,2347
84,188,,,455,676,,,90,1014,,,2347.1
84,188,,,455,676,,,90,1014,,,2347.2
84,188,,,456,676,,,89,1015,,,2347.3
84,188,,,456,676,,,90,1014,,,2347.4
85,189,,,456,676,,,89,1015,,,2347.5
85,188,,,456,676,,,89,1015,,,2347.6
85,188,,,455,676,,,89,1015,,,2347.7
84,189,,,455,676,,,90,1015,,,2347.8
84,188,,,455,676,,,89,1014,,,2347.9
84,188,,,456,676,,,89,1014,,,2348
84,188,,,456,676,,,89,1014,,,2348.1
84,188,,,456,676,,,89,1014,,,2348.2
85,188,,,456,676,,,89,1015,,,2348.3
85,188,,,456,676,,,88,1014,,,2348.4
84,188,,,456,676,,,89,1014,,,2348.5
84,188,,,455,676,,,88,1014,,,2348.6
84,188,,,455,676,,,89,1015,,,2348.7
84,188,,,456,676,,,89,1015,,,2348.8
85,188,,,456,676,,,89,1014,,,2348.9
84,188,,,455,675,,,89,1014,,,2349
85,188,,,456,676,,,89,1014,,,2349.1
85,188,,,455,676,,,89,1015,,,2349.2
85,188,,,456,676,,,89,1014,,,2349.3
84,188,,,455,676,,,89,1015,,,2349.4
85,188,,,456,676,,,89,1014,,,2349.5
84,188,,,456,676,,,89,1014,,,2349.6
85,188,,,456,676,,,89,1015,,,2349.7
85,188,,,456,676,,,89,1015,,,2349.8
84,188,,,456,675,,,90,1015,,,2349.9
84,188,,,456,676,,,89,1015,,,2350
84,188,,,456,676,,,90,1014,,,2350.1
84,188,,,456,676,,,89,1015,,,2350.2
85,188,,,456,676,,,89,1015,,,2350.3
85,188,,,456,677,,,89,1015,,,2350.4
85,188,,,456,676,,,90,1015,,,2350.5
85,189,,,455,676,,,90,1015,,,2350.6
84,188,,,455,677,,,89,1015,,,2350.7
84,188,,,455,676,,,89,1015,,,2350.8
85,188,,,455,676,,,89,1015,,,2350.9
85,188,,,456,676,,,89,1015,,,2351
85,188,,,456,676,,,89,1015,,,2351.1
84,189,,,455,676,,,89,1015,,,2351.2
84,188,,,455,676,,,89,1015,,,2351.3
84,188,,,455,676,,,89,1015,,,2351.4
85,188,,,456,676,,,89,1015,,,2351.5
84,188,,,456,676,,,89,1015,,,2351.6
84,188,,,456,676,,,89,1015,,,2351.7
85,188,,,455,676,,,90,1015,,,2351.8
84,188,,,456,676,,,89,1015,,,2351.9
84,189,,,455,676,,,89,1015,,,2352
84,188,,,456,676,,,89,1015,,,2352.1
85,188,,,455,676,,,89,1015,,,2352.2
84,188,,,455,676,,,89,1015,,,2352.3
85,188,,,456,676,,,89,1015,,,2352.4
84,188,,,455,676,,,89,1015,,,2352.5
85,188,,,456,676,,,89,1014,,,2352.6
85,189,,,455,676,,,89,1015,,,2352.7
84,189,,,456,676,,,89,1015,,,2352.8
84,188,,,456,676,,,89,1014,,,2352.9
85,188,,,455,676,,,89,1015,,,2353
85,188,,,456,676,,,89,1015,,,2353.1
85,188,,,455,676,,,89,1015,,,2353.2
84,188,,,456,675,,,89,1016,,,2353.3
85,188,,,456,676,,,89,1015,,,2353.4
85,188,,,455,676,,,89,1015,,,2353.5
85,188,,,456,676,,,90,1015,,,2353.6
84,188,,,456,676,,,90,1016,,,2353.7
85,188,,,455,676,,,89,1015,,,2353.8
84,188,,,456,676,,,89,1016,,,2353.9
85,188,,,456,675,,,89,1016,,,2354
85,189,,,455,675,,,89,1015,,,2354.1
84,188,,,456,675,,,89,1015,,,2354.2
84,188,,,455,676,,,89,1015,,,2354.3
84,188,,,456,676,,,89,1015,,,2354.4
85,188,,,456,676,,,89,1015,,,2354.5
85,188,,,456,676,,,89,1015,,,2354.6
84,188,,,455,676,,,89,1015,,,2354.7
84,188,,,456,676,,,90,1015,,,2354.8
85,188,,,455,676,,,90,1015,,,2354.9
84,188,,,456,676,,,90,1015,,,2355
85,188,,,456,676,,,89,1014,,,2355.1
84,188,,,456,676,,,89,1015,,,2355.2
84,188,,,456,676,,,89,1015,,,2355.3
84,188,,,455,676,,,89,1015,,,2355.4
84,188,,,456,676,,,89,1015,,,2355.5
84,188,,,456,676,,,89,1014,,,2355.6
84,189,,,455,676,,,90,1015,,,2355.7
84,188,,,455,675,,,89,1015,,,2355.8
85,188,,,456,676,,,89,1015,,,2355.9
85,188,,,456,676,,,89,1014,,,2356
84,188,,,455,676,,,89,1015,,,2356.1
85,189,,,456,676,,,89,1015,,,2356.2
84,188,,,455,676,,,89,1015,,,2356.3
84,189,,,456,676,,,90,1016,,,2356.4
84,189,,,456,676,,,89,1016,,,2356.5
85,188,,,455,676,,,90,1015,,,2356.6
85,188,,,455,676,,,89,1015,,,2356.7
85,188,,,455,676,,,89,1015,,,2356.8
84,188,,,455,676,,,89,1016,,,2356.9
84,188,,,455,676,,,89,1015,,,2357
84,188,,,455,676,,,89,1015,,,2357.1
84,188,,,456,676,,,89,1015,,,2357.2
84,188,,,456,676,,,89,1015,,,2357.3
84,188,,,456,676,,,89,1015,,,2357.4
84,188,,,456,676,,,90,1015,,,2357.5
85,188,,,455,676,,,89,1015,,,2357.6
84,188,,,455,676,,,90,1015,,,2357.7
84,188,,,456,676,,,89,1015,,,2357.8
85,188,,,455,675,,,89,1015,,,2357.9
85,188,,,455,675,,,89,1015,,,2358
85,188,,,456,676,,,89,1015,,,2358.1
85,188,,,456,675,,,89,1015,,,2358.2
84,187,,,455,676,,,89,1015,,,2358.3
84,188,,,456,676,,,90,1015,,,2358.4
84,188,,,455,676,,,89,1015,,,2358.5
85,188,,,455,676,,,89,1015,,,2358.6
85,188,,,456,676,,,89,1015,,,2358.7
84,189,,,456,676,,,90,1015,,,2358.8
85,188,,,455,677,,,90,1014,,,2358.9
84,188,,,455,677,,,89,1015,,,2359
84,189,,,455,676,,,89,1015,,,2359.1
85,188,,,455,676,,,89,1015,,,2359.2
84,188,,,456,676,,,89,1014,,,2359.3
84,188,,,456,676,,,89,1015,,,2359.4
84,188,,,456,676,,,89,1015,,,2359.5
84,188,,,456,676,,,90,1015,,,2359.6
84,188,,,455,676,,,89,1015,,,2359.7
84,188,,,455,676,,,89,1015,,,2359.8
85,188,,,455,676,,,89,1015,,,2359.9
85,188,,,456,676,,,89,1015,,,2360
85,188,,,455,676,,,89,1015,,,2360.1
85,188,,,456,676,,,90,1015,,,2360.2
85,188,,,456,676,,,89,1015,,,2360.3
85,188,,,456,676,,,89,1015,,,2360.4
84,188,,,456,676,,,89,1015,,,2360.5
84,187,,,456,675,,,89,1015,,,2360.6
84,188,,,455,676,,,89,1015,,,2360.7
84,188,,,455,676,,,89,1015,,,2360.8
84,188,,,455,676,,,89,1015,,,2360.9
85,188,,,456,676,,,89,1015,,,2361
84,188,,,455,676,,,89,1015,,,2361.1
85,188,,,456,676,,,89,1015,,,2361.2
84,188,,,455,676,,,89,1014,,,2361.3
85,188,,,456,677,,,89,1015,,,2361.4
85,188,,,456,676,,,89,1015,,,2361.5
85,188,,,456,676,,,89,1014,,,2361.6
84,188,,,456,676,,,89,1015,,,2361.7
85,188,,,456,675,,,89,1015,,,2361.8
84,187,,,455,676,,,90,1015,,,2361.9
85,188,,,455,676,,,89,1015,,,2362
85,188,,,456,675,,,89,1015,,,2362.1
85,188,,,455,676,,,89,1015,,,2362.2
85,188,,,455,676,,,89,1015,,,2362.3
84,188,,,456,676,,,89,1015,,,2362.4
84,188,,,456,676,,,89,1015,,,2362.5
84,188,,,455,676,,,89,1015,,,2362.6
84,188,,,455,676,,,89,1016,,,2362.7
84,188,,,455,676,,,89,1015,,,2362.8
85,187,,,455,676,,,89,1015,,,2362.9
84,188,,,456,677,,,89,1015,,,2363
85,187,,,455,677,,,89,1015,,,2363.1
84,188,,,456,676,,,89,1015,,,2363.2
84,188,,,455,676,,,89,1016,,,2363.3
84,188,,,456,676,,,89,1015,,,2363.4
85,188,,,456,676,,,89,1015,,,2363.5
84,188,,,455,677,,,89,1015,,,2363.6
85,188,,,455,676,,,89,1015,,,2363.7
85,188,,,456,677,,,89,1015,,,2363.8
84,188,,,456,676,,,89,1014,,,2363.9
84,188,,,456,677,,,90,1015,,,2364
84,188,,,456,676,,,89,1015,,,2364.1
85,188,,,455,675,,,89,1015,,,2364.2
84,188,,,456,675,,,89,1015,,,2364.3
84,188,,,456,675,,,89,1015,,,2364.4
84,188,,,456,675,,,90,1015,,,2364.5
84,188,,,455,675,,,89,1015,,,2364.6
84,188,,,456,675,,,89,1014,,,2364.7
84,188,,,456,676,,,89,1014,,,2364.8
84,188,,,456,675,,,89,1015,,,2364.9
84,187,,,455,675,,,89,1015,,,2365
85,188,,,455,676,,,90,1015,,,2365.1
84,188,,,456,675,,,89,1015,,,2365.2
84,188,,,456,675,,,89,1014,,,2365.3
84,187,,,456,676,,,90,1014,,,2365.4
84,188,,,456,675,,,89,1015,,,2365.5
85,188,,,456,675,,,89,1015,,,2365.6
84,187,,,456,675,,,90,1014,,,2365.7
84,188,,,456,675,,,89,1015,,,2365.8
84,188,,,455,675,,,89,1015,,,2365.9
85,188,,,455,675,,,89,1015,,,2366
84,188,,,456,675,,,89,1015,,,2366.1
84,188,,,455,675,,,89,1015,,,2366.2
84,188,,,455,675,,,89,1015,,,2366.3
84,188,,,456,675,,,89,1015,,,2366.4
84,188,,,455,675,,,89,1015,,,2366.5
85,188,,,456,675,,,89,1015,,,2366.6
85,188,,,456,675,,,90,1015,,,2366.7
85,188,,,455,676,,,89,1015,,,2366.8
84,188,,,456,675,,,89,1014,,,2366.9
84,188,,,455,675,,,89,1015,,,2367
85,188,,,456,675,,,89,1015,,,2367.1
84,187,,,456,674,,,89,1015,,,2367.2
84,188,,,455,674,,,89,1015,,,2367.3
85,188,,,455,675,,,89,1015,,,2367.4
85,188,,,456,675,,,89,1015,,,2367.5
85,188,,,456,675,,,89,1015,,,2367.6
84,188,,,456,674,,,89,1015,,,2367.7
84,188,,,455,675,,,89,1015,,,2367.8
85,188,,,455,675,,,89,1014,,,2367.9
85,188,,,455,674,,,89,1015,,,2368
84,187,,,455,675,,,89,1015,,,2368.1
84,188,,,455,675,,,89,1016,,,2368.2
84,188,,,455,674,,,89,1015,,,2368.3
85,188,,,455,675,,,89,1015,,,2368.4
84,188,,,456,675,,,89,1016,,,2368.5
85,188,,,455,675,,,89,1015,,,2368.6
85,188,,,456,675,,,89,1015,,,2368.7
84,187,,,455,675,,,89,1015,,,2368.8
84,188,,,455,674,,,89,1015,,,2368.9
84,188,,,455,674,,,89,1015,,,2369
85,187,,,456,675,,,89,1015,,,2369.1
85,188,,,456,674,,,89,1015,,,2369.2
84,188,,,456,674,,,89,1015,,,2369.3
84,188,,,456,674,,,89,1016,,,2369.4
84,188,,,456,674,,,89,1015,,,2369.5
84,188,,,456,674,,,89,1016,,,2369.6
84,188,,,455,674,,,89,1015,,,2369.7
84,188,,,456,674,,,89,1015,,,2369.8
84,187,,,455,674,,,89,1015,,,2369.9
84,188,,,455,674,,,90,1016,,,2370
84,188,,,456,675,,,89,1015,,,2370.1
84,187,,,455,674,,,89,1015,,,2370.2
84,188,,,455,674,,,89,1015,,,2370.3
84,187,,,456,674,,,89,1015,,,2370.4
84,188,,,456,674,,,89,1016,,,2370.5
84,188,,,456,674,,,90,1015,,,2370.6
84,188,,,455,674,,,90,1016,,,2370.7
85,188,,,455,674,,,90,1015,,,2370.8
84,188,,,455,674,,,89,1016,,,2370.9
84,188,,,455,674,,,89,1015,,,2371
84,188,,,455,674,,,89,1015,,,2371.1
84,188,,,455,674,,,89,1015,,,2371.2
85,187,,,455,674,,,89,1015,,,2371.3
85,188,,,455,674,,,89,1014,,,2371.4
84,187,,,455,674,,,89,1015,,,2371.5
84,188,,,455,674,,,89,1016,,,2371.6
84,188,,,456,674,,,89,1016,,,2371.7
84,188,,,455,674,,,89,1015,,,2371.8
85,188,,,455,674,,,89,1015,,,2371.9
84,188,,,455,674,,,88,1015,,,2372
85,188,,,455,674,,,89,1016,,,2372.1
84,187,,,456,674,,,89,1015,,,2372.2
84,187,,,455,674,,,89,1015,,,2372.3
84,187,,,455,675,,,89,1015,,,2372.4
84,188,,,456,674,,,90,1016,,,2372.5
85,187,,,456,673,,,89,1016,,,2372.6
85,188,,,456,673,,,89,1016,,,2372.7
84,188,,,456,673,,,89,1015,,,2372.8
84,188,,,455,673,,,89,1016,,,2372.9
84,188,,,455,673,,,89,1016,,,2373
85,187,,,455,673,,,89,1016,,,2373.1
84,188,,,455,673,,,90,1014,,,2373.2
84,187,,,455,673,,,89,1015,,,2373.3
84,188,,,456,673,,,90,1015,,,2373.4
84,188,,,456,674,,,89,1016,,,2373.5
84,188,,,455,674,,,89,1015,,,2373.6
84,188,,,456,674,,,89,1015,,,2373.7
85,188,,,456,674,,,88,1015,,,2373.8
84,188,,,455,674,,,90,1015,,,2373.9
84,188,,,455,674,,,89,1016,,,2374
85,188,,,456,674,,,90,1015,,,2374.1
84,188,,,456,674,,,89,1015,,,2374.2
84,188,,,455,674,,,89,1014,,,2374.3
84,187,,,456,674,,,89,1015,,,2374.4
84,187,,,456,674,,,89,1015,,,2374.5
84,188,,,456,674,,,89,1014,,,2374.6
85,187,,,456,674,,,89,1014,,,2374.7
85,188,,,456,674,,,89,1015,,,2374.8
85,188,,,456,674,,,89,1015,,,2374.9
84,187,,,456,675,,,89,1015,,,2375
85,188,,,455,674,,,90,1015,,,2375.1
84,187,,,456,674,,,89,1014,,,2375.2
84,187,,,455,674,,,90,1014,,,2375.3
